#Format version: 1.0
time[us],accX[g],accY[g],accZ[g],
378321933,0.018,-0.025,-1.014,
378360457,0.018,-0.025,-1.014,
378398980,0.018,-0.025,-1.013,
378437504,0.018,-0.025,-1.013,
378476027,0.018,-0.025,-1.014,
378514551,0.019,-0.025,-1.013,
378553073,0.019,-0.025,-1.014,
378591597,0.018,-0.025,-1.014,
378630121,0.018,-0.025,-1.014,
378668643,0.018,-0.025,-1.013,
378707167,0.019,-0.025,-1.014,
378745690,0.018,-0.025,-1.014,
378784214,0.018,-0.025,-1.013,
378822737,0.018,-0.025,-1.013,
378861260,0.018,-0.025,-1.013,
378899784,0.018,-0.025,-1.013,
378938307,0.018,-0.025,-1.014,
378976830,0.018,-0.025,-1.013,
379015353,0.018,-0.025,-1.013,
379053877,0.018,-0.025,-1.014,
